id	sentence	ipa	gloss_en	features	notes
es-CO-x-santander-001	Usted no quiere comer nada.	usteð no kjeɾe komeɾ naða	You don't want to eat anything.	diphthong_ie_ue;negation;statement	Santandereano ustedeo as invariant address even in intimacy; diphthong 'quiere' (lipski1994).
es-CO-x-santander-002	Venga para acá, hágame el favor.	benɡa paɾa aka aɣame el faboɾ	Come over here, do me the favour.	sandhi;imperative	Ustedeo imperatives 'venga', 'hágame'; the brusque santandereano register (lipski1994).
es-CO-x-santander-003	El camino a Bucaramanga es largo.	el kamino a bukaɾamanɡa es laɾɡo	The road to Bucaramanga is long.	sandhi;statement	Regional toponym; hiatus sandhi 'camino a'; retained coda /s/ 'es' (lipski1994).
es-CO-x-santander-004	Esos hombres no trabajan hoy.	esos ombɾes no tɾaβaxan oi	Those men don't work today.	sandhi;negation;statement	Negation; plural coda /s/ retained in the highland Santander norm, unlike the Caribbean (lipski1994).
es-CO-x-santander-005	La lluvia moja todos los cultivos.	la ʝubja moxa toðos los kultibos	The rain soaks all the crops.	yeismo;sandhi;statement	Yeismo 'lluvia'; santandereano yeismo is established, the old ll/y contrast lost per Lipski (lipski1994).
es-CO-x-santander-006	¿Usted quiere más café?	usteð kjeɾe mas kafe	Would you like more coffee?	diphthong_ie_ue;question	Ustedeo in a polite question; diphthong 'quiere'; retained final /s/ 'más' (lipski1994).
es-CO-x-santander-007	Mañana madrugamos bien temprano.	maɲana madɾuɣamos bjen tempɾano	Tomorrow we get up really early.	palatal_nasal;diphthong_ie_ue;sandhi;statement	Palatal nasal 'mañana'; diphthong 'bien'; Colombian 'madrugar' usage (lipski1994).
es-CO-x-santander-008	No sea perezoso, camine ligero.	no sea peɾesoso kamine lixeɾo	Don't be lazy, walk briskly.	seseo;negation;imperative	Ustedeo imperatives 'sea', 'camine'; seseo 'perezoso' [peɾesoso] (lipski1994).
es-CO-x-santander-009	Usted siempre llega tarde.	usteð sjempɾe ʝeɣa taɾde	You always arrive late.	yeismo;diphthong_ie_ue;statement	Ustedeo; yeismo 'llega'; diphthong 'siempre' (lipski1994).
es-CO-x-santander-010	Los santandereanos hablan muy duro.	los santandeɾeanos ablan mui duɾo	Santander people speak very loudly.	statement	Self-identifying lexicon; the loud, energetic santandereano prosody noted by Lipski; retained coda /s/ (lipski1994).
es-CO-x-santander-011	Usted siempre tiene la razón.	usteð sjempɾe tjene la rason	You are always right.	seseo;diphthong_ie_ue;rhotic;statement	Santandereano ustedeo; diphthong 'tiene'; seseo 'razón'; trill 'razón' (lipski1994).
es-CO-x-santander-012	Cállese y ponga atención.	kaʝese i ponɡa atension	Be quiet and pay attention.	seseo;yeismo;sandhi;imperative	Ustedeo imperatives 'cállese/ponga'; yeismo 'cállese'; seseo 'atención' (lipski1994).
es-CO-x-santander-013	Los caminos están empedrados.	los kaminos estan empedɾaðos	The roads are cobbled.	sandhi;statement	Retained coda /s/ in plurals, highland Santander norm; rural register (lipski1994).
es-CO-x-santander-014	¿Usted de dónde viene?	usteð de donde bjene	Where are you from?	diphthong_ie_ue;question	Ustedeo in a question; diphthong 'viene'; interrogative contour (lipski1994).
es-CO-x-santander-015	No moleste más, hágame el favor.	no moleste mas aɣame el faboɾ	Stop bothering me, please.	sandhi;negation;imperative	Ustedeo imperatives 'moleste/hágame'; negation; retained final /s/ 'más' (lipski1994).
es-CO-x-santander-016	El fique se cultiva en la montaña.	el fike se kultiba en la montaɲa	Fique is grown in the mountains.	palatal_nasal;sandhi;statement	Palatal nasal 'montaña'; Santander agave fibre 'fique'; hiatus sandhi (lipski1994).
es-CO-x-santander-017	Coma despacio que hay tiempo.	koma despasjo ke ai tjempo	Eat slowly, there's time.	seseo;diphthong_ie_ue;imperative	Ustedeo imperative 'coma'; diphthong 'tiempo'; seseo 'despacio' (lipski1994).
es-CO-x-santander-018	Bucaramanga es una ciudad bonita.	bukaɾamanɡa es una sjuðað bonita	Bucaramanga is a pretty city.	seseo;sandhi;statement	Santander capital toponym; seseo 'ciudad'; retained coda /s/ 'es' (lipski1994).
es-CO-x-santander-019	Usted no me hace caso nunca.	usteð no me ase kaso nunka	You never listen to me.	seseo;negation;statement	Ustedeo; negation; seseo 'hace'; conservative consonantism (lipski1994).
es-CO-x-santander-020	Los santandereanos comemos mucha carne.	los santandeɾeanos komemos mutʃa kaɾne	We Santander folk eat a lot of meat.	sandhi;statement	Self-identity 'santandereanos'; trill [r] 'carne'; retained coda /s/ (lipski1994).
